# go.rudyc.auth_account go.rudyc.create_account go.rudyc.create_character go.rudyc.move_character go.rudyc.receive_chats go.rudyc.roi_character go.rudyc.select_character go.rudyc.send_chat
19/03/20 02:25:20 0.0 0.0 0.0 0.001956743 0.001095844 0.00987234 0.0 0.001195872
19/03/20 02:25:30 0.0 0.0 0.0 0.001488856 0.001449355 0.009114614 0.0 0.001126807
19/03/20 02:25:40 0.0 0.0 0.0 0.001442449 0.000937422 0.008323977 0.0 0.001101549
19/03/20 02:25:50 0.0 0.0 0.0 0.000846313 0.00084638 0.006327065 0.0 0.001361899
19/03/20 02:26:00 0.007587582 0.037466701 0.034993288 0.000901526 0.001070579 0.005504063 0.000829996 0.001119761
19/03/20 02:26:10 0.008623592 0.028489554 0.023337196 0.001098732 0.000984036 0.019763397 0.001241554 0.000868838
19/03/20 02:26:20 0.0 0.0 0.0 0.001139595 0.001166491 0.007355441 0.0 0.00143765
19/03/20 02:26:30 0.0 0.0 0.0 0.001009537 0.001077308 0.00924264 0.0 0.00098322
19/03/20 02:26:40 0.0 0.0 0.0 0.001060689 0.001468809 0.006743342 0.0 0.001053716
19/03/20 02:26:50 0.0 0.0 0.0 0.003195027 0.000867838 0.010567337 0.0 0.000898895
19/03/20 02:27:00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
19/03/20 02:27:10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
19/03/20 02:27:20 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
19/03/20 02:27:30 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
19/03/20 02:27:40 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
19/03/20 02:27:50 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
19/03/20 02:28:00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
19/03/20 02:28:10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
19/03/20 02:28:20 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
19/03/20 02:28:30 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
19/03/20 02:28:40 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
19/03/20 02:28:50 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
19/03/20 02:29:00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
19/03/20 02:29:10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
19/03/20 02:29:20 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
19/03/20 02:29:30 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
19/03/20 02:29:40 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
19/03/20 02:29:50 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
19/03/20 02:30:00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
19/03/20 02:30:10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
19/03/20 02:30:20 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
19/03/20 02:30:30 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
19/03/20 02:30:40 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
19/03/20 02:30:50 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
19/03/20 02:31:00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
19/03/20 02:31:10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
19/03/20 02:31:20 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
19/03/20 02:31:30 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
19/03/20 02:31:40 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
19/03/20 02:31:50 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
